Ad,Adres,Telefon,E-posta,Web Sitesi,Google Maps Link
Kocaelim teknik,"Kadıköy, Turan Güneş Cd. No:150, 41060 İzmit/Kocaeli",(0262) 323 45 46,,http://www.kocaelimteknik.com/,https://www.google.com/maps/place/1453+Bili%C5%9Fim+Sistemleri/data=!4m7!3m6!1s0x14cb4fe607dd201d:0x131cab2c2b778dd4!8m2!3d40.7699982!4d29.9631734!16s%2Fg%2F11fk4cy5j3!19sChIJHSDdB-ZPyxQR1I13KyyrHBM?authuser=0&hl=tr&rclk=1
Kocaelim teknik,"Kadıköy, Turan Güneş Cd. No:150, 41060 İzmit/Kocaeli",(0262) 323 45 46,,http://www.kocaelimteknik.com/,https://www.google.com/maps/place/Callforsoft+-+Kocaeli+Web+Tasar%C4%B1m+ve+Yaz%C4%B1l%C4%B1m+Ajans%C4%B1/data=!4m7!3m6!1s0x14cb45855eefc197:0xc90af777185c13ed!8m2!3d40.7618154!4d29.9225498!16s%2Fg%2F11p_4r2k41!19sChIJl8HvXoVFyxQR7RNcGHf3Csk?authuser=0&hl=tr&rclk=1
NFD YAZILIM BİLGİSAYAR DANIŞMANLIK LTD ŞTİ.,"Yenikent Park, Akse Mahallesi 69. Sokak, Emek, Panoroma Sitesi No:77/41, 41400 Çayırova/Kocaeli",(0262) 721 02 02,,N/A,https://www.google.com/maps/place/Kocaelim+teknik/data=!4m7!3m6!1s0x14cb4f650087fa3d:0x55372443ecb04866!8m2!3d40.7694763!4d29.9436176!16s%2Fg%2F11tjkbt01r!19sChIJPfqHAGVPyxQRZkiw7EMkN1U?authuser=0&hl=tr&rclk=1
Arnetek Bilişim Teknolojileri Müh. San. Ve Tic. Ltd. Şti.,"Sanayi mh. Kozalı sk. Çarşı Yapı AVM. A Ablok No:13, 41040 İzmit/Kocaeli",(0262) 332 55 44,,http://www.arnetek.com/,https://www.google.com/maps/place/Ultraapp+Yaz%C4%B1l%C4%B1m+%C5%9Eirketi/data=!4m7!3m6!1s0x14cb4f12f31cd951:0xf78edba943d0f0d7!8m2!3d40.7723606!4d29.9512757!16s%2Fg%2F11whwvzw9z!19sChIJUdkc8xJPyxQR1_DQQ6nbjvc?authuser=0&hl=tr&rclk=1
Arnetek Bilişim Teknolojileri Müh. San. Ve Tic. Ltd. Şti.,"Sanayi mh. Kozalı sk. Çarşı Yapı AVM. A Ablok No:13, 41040 İzmit/Kocaeli",(0262) 332 55 44,,http://www.arnetek.com/,https://www.google.com/maps/place/NFD+YAZILIM+B%C4%B0LG%C4%B0SAYAR+DANI%C5%9EMANLIK+LTD+%C5%9ET%C4%B0./data=!4m7!3m6!1s0x14cadfc2af9e2eb7:0xb5bfa44ba28a4782!8m2!3d40.826955!4d29.4136867!16s%2Fg%2F11hz1g4shy!19sChIJty6er8LfyhQRgkeKokukv7U?authuser=0&hl=tr&rclk=1
Arnetek Bilişim Teknolojileri Müh. San. Ve Tic. Ltd. Şti.,"Sanayi mh. Kozalı sk. Çarşı Yapı AVM. A Ablok No:13, 41040 İzmit/Kocaeli",(0262) 332 55 44,,http://www.arnetek.com/,https://www.google.com/maps/place/Arnetek+Bili%C5%9Fim+Teknolojileri+M%C3%BCh.+San.+Ve+Tic.+Ltd.+%C5%9Eti./data=!4m7!3m6!1s0x14cb455e9b43e6a7:0xaa1863a179098890!8m2!3d40.754062!4d29.9544464!16s%2Fg%2F11cs4y7jc2!19sChIJp-ZDm15FyxQRkIgJeaFjGKo?authuser=0&hl=tr&rclk=1
Gold Computer & Electronics,"Yenişehir, Şehit Rafet Karacan Bulv. No:16, 41300 İzmit/Kocaeli (Izmit)",(0262) 325 25 10,,N/A,https://www.google.com/maps/place/ACADEMY+B%C4%B0L%C4%B0%C5%9E%C4%B0M/data=!4m7!3m6!1s0x14cb4f8625033563:0x223b29316116c7b3!8m2!3d40.766014!4d29.938774!16s%2Fg%2F1tzvys6m!19sChIJYzUDJYZPyxQRs8cWYTEpOyI?authuser=0&hl=tr&rclk=1
BİLİŞİMPOST YAZILIM ve BİLGİSAYAR HİZMETLERİ,"M, M. Alipaşa, Bosna Sk. No:20 B, 41050, 41100 İzmit/Kocaeli",0530 419 13 61,info@bilisimpost.com,http://www.bilisimpost.com/,https://www.google.com/maps/place/Neo+Tasar%C4%B1m/data=!4m7!3m6!1s0x14cb45698509c201:0xbdfc819d8cbb58e1!8m2!3d40.7632127!4d29.9355888!16s%2Fg%2F1td8g0bx!19sChIJAcIJhWlFyxQR4Vi7jJ2B_L0?authuser=0&hl=tr&rclk=1
BİLİŞİMPOST YAZILIM ve BİLGİSAYAR HİZMETLERİ,"M, M. Alipaşa, Bosna Sk. No:20 B, 41050, 41100 İzmit/Kocaeli",0530 419 13 61,info@bilisimpost.com,http://www.bilisimpost.com/,https://www.google.com/maps/place/Gold+Computer+%26+Electronics/data=!4m7!3m6!1s0x14cb4f813a0a6bff:0x75843b26f0623319!8m2!3d40.7677971!4d29.9328776!16s%2Fg%2F113hcv7s8!19sChIJ_2sKOoFPyxQRGTNi8CY7hHU?authuser=0&hl=tr&rclk=1
KTL Reklam,"Topçular, Gazanfer Bilge Blv., 41100 İzmit/Kocaeli",0530 028 66 41,,N/A,https://www.google.com/maps/place/B%C4%B0L%C4%B0%C5%9E%C4%B0MPOST+YAZILIM+ve+B%C4%B0LG%C4%B0SAYAR+H%C4%B0ZMETLER%C4%B0/data=!4m7!3m6!1s0x14cb4f447c7a4023:0xc26e25f852a21fc1!8m2!3d40.7654039!4d29.9536573!16s%2Fg%2F11pz0przhl!19sChIJI0B6fERPyxQRwR-iUvglbsI?authuser=0&hl=tr&rclk=1
9 Piksel Web Tasarım,"Kadıköy, Turan Güneş Cd. No:156, 41050 İzmit/Kocaeli",0538 245 70 90,info@9piksel.com,http://www.9piksel.com/,https://www.google.com/maps/place/PCOnline+Bilgisayar/data=!4m7!3m6!1s0x14cb45723bae1fe5:0xb133a48e75820c67!8m2!3d40.7648972!4d29.929204!16s%2Fg%2F11wxfhh7g3!19sChIJ5R-uO3JFyxQRZwyCdY6kM7E?authuser=0&hl=tr&rclk=1
Bilgisayaral Bilişim ve Eğitim Hizmetleri Ltd. Şti.,"No., Karabaş, Mimar Sinan Sk. No:19, 41100 İzmit/Kocaeli",(0262) 321 11 99,,N/A,https://www.google.com/maps/place/KTL+Reklam/data=!4m7!3m6!1s0x14cb4f13e971dea9:0x18729473dac94abd!8m2!3d40.7783176!4d29.9371461!16s%2Fg%2F11x0ny9q8l!19sChIJqd5x6RNPyxQRvUrJ2nOUchg?authuser=0&hl=tr&rclk=1
Eray Yazılım & Bilişim,"Bekirdere, Kısa Sk. No:27, 41060 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/9+Piksel+Web+Tasar%C4%B1m/data=!4m7!3m6!1s0x14cb4f8e1396ca3b:0x550c774525688720!8m2!3d40.7696226!4d29.9440834!16s%2Fg%2F11cm_gh31r!19sChIJO8qWE45PyxQRIIdoJUV3DFU?authuser=0&hl=tr&rclk=1
Evo Bilgisayar | Evobs,"Hacı Hasan Mahallesi Hacı Kasım Sk Oğuz İş Merkezi, No:3 Dükkan:48 İzmit / Kocaeli, 41200",(0262) 324 64 84,,N/A,https://www.google.com/maps/place/Bilgisayaral+Bili%C5%9Fim+ve+E%C4%9Fitim+Hizmetleri+Ltd.+%C5%9Eti./data=!4m7!3m6!1s0x14cb457e594ab4f9:0x24544f94acd17b52!8m2!3d40.762747!4d29.9318131!16s%2Fg%2F11bwh5vygz!19sChIJ-bRKWX5FyxQRUnvRrJRPVCQ?authuser=0&hl=tr&rclk=1
Bilişim Center Toshiba Yetkili Servisi,"Cedit, İnönü Cd. No:324, 41000 İzmit/Kocaeli",(0262) 322 20 70,,N/A,https://www.google.com/maps/place/Eray+Yaz%C4%B1l%C4%B1m+%26+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb4fe99cc71771:0x942fc8800b7b29d1!8m2!3d40.7780239!4d29.9558287!16s%2Fg%2F11rchrb0bd!19sChIJcRfHnOlPyxQR0Sl7C4DIL5Q?authuser=0&hl=tr&rclk=1
Vogaart Reklam Ajansı,"İnönü Caddesi, Çukurbağ, Zümrüt Apartmanı No:113 Kat:3 Daire:3, 41000 İzmit/Kocaeli",,,https://vogaart.com/,https://www.google.com/maps/place/Evo+Bilgisayar+%7C+Evobs/data=!4m7!3m6!1s0x14cb45806150bb97:0x6a529a11374f3aaf!8m2!3d40.765942!4d29.9252049!16s%2Fg%2F1tg83pgh!19sChIJl7tQYYBFyxQRrzpPNxGaUmo?authuser=0&hl=tr&rclk=1
TY Dijital | Web Tasarım | SEO Hizmetleri,"Tüysüzler, Volkan Sk. No:13 Kat 3, 41100 İzmit/Kocaeli",0551 684 53 04,,http://www.tydijital.com/,https://www.google.com/maps/place/Bili%C5%9Fim+Center+Toshiba+Yetkili+Servisi/data=!4m7!3m6!1s0x14cb45806846bfb1:0x15e1278e32b0686b!8m2!3d40.7669274!4d29.9346919!16s%2Fg%2F1tk4hm7j!19sChIJsb9GaIBFyxQRa2iwMo4n4RU?authuser=0&hl=tr&rclk=1
TY Dijital | Web Tasarım | SEO Hizmetleri,"Tüysüzler, Volkan Sk. No:13 Kat 3, 41100 İzmit/Kocaeli",0551 684 53 04,,http://www.tydijital.com/,https://www.google.com/maps/place/Vogaart+Reklam+Ajans%C4%B1/data=!4m7!3m6!1s0x14cb4fddc68871c7:0xd92d53e48c009637!8m2!3d40.7660318!4d29.9295186!16s%2Fg%2F11j1trws9_!19sChIJx3GIxt1PyxQRN5YAjORTLdk?authuser=0&hl=tr&rclk=1
TY Dijital | Web Tasarım | SEO Hizmetleri,"Tüysüzler, Volkan Sk. No:13 Kat 3, 41100 İzmit/Kocaeli",0551 684 53 04,,http://www.tydijital.com/,https://www.google.com/maps/place/TY+Dijital+%7C+Web+Tasar%C4%B1m+%7C+SEO+Hizmetleri/data=!4m7!3m6!1s0x808d1b38427d235d:0xf51ee4cc72295922!8m2!3d40.7836985!4d29.9216159!16s%2Fg%2F11t887lxw_!19sChIJXSN9QjgbjYARIlkpcszkHvU?authuser=0&hl=tr&rclk=1
Bu Bilişim,"DEVHA Ofis, Yeşilova Mahallesi Gündoğdu Caddesi, Yeşilova, Soykan Sitesi No:25/b, 41100 İzmit/Kocaeli",0555 352 95 67,,N/A,https://www.google.com/maps/place/KOCAEL%C4%B0+LENOVO+SERV%C4%B0S%C4%B0+-+ER%C4%B0%C5%9E+ELEKTRON%C4%B0K/data=!4m7!3m6!1s0x14cb457fe59b7371:0xe18bea29d0dbc6dd!8m2!3d40.765318!4d29.928726!16s%2Fg%2F11gfk0rpv2!19sChIJcXOb5X9FyxQR3cbb0Cnqi-E?authuser=0&hl=tr&rclk=1
Vizyon Bilgisayar,"Ömerağa, Alemdar Cd., 41300 İzmit/Kocaeli",(0262) 332 44 90,,N/A,https://www.google.com/maps/place/%C4%B0ndes+Bilgisayar+Sistemleri+Tic.+Ltd.+Sti./data=!4m7!3m6!1s0x14cb45805eab0987:0xfdfb94f937b086df!8m2!3d40.7653408!4d29.9251234!16s%2Fg%2F11bbx0sjwp!19sChIJhwmrXoBFyxQR34awN_mU-_0?authuser=0&hl=tr&rclk=1
MECHATNOM TEKNOLOJİ YAZILIM SANAYİ TİCARET ANONİM ŞİRKETİ,"Çarşı Yapı, Sanayi, Kozalı Cd. A Blok 10A/ Bina No: 20, 41040 İzmit/Kocaeli",0534 927 23 57,info@mechatnom.com,http://www.mechatnom.com/,https://www.google.com/maps/place/Vizyon+Bilgisayar/data=!4m7!3m6!1s0x14cb4f80005fcd3b:0xf431101fca13eeea!8m2!3d40.764597!4d29.928411!16s%2Fg%2F1tcynwmt!19sChIJO81fAIBPyxQR6u4Tyh8QMfQ?authuser=0&hl=tr&rclk=1
Kocaeli Kaya Grup,"Körfez, Ankara Yolu Cad No:24, 41001 İzmit/Kocaeli",(0262) 335 38 71,"ik@kocaelikaya.com.tr, info@kocaelikaya.com.tr",https://kocaelikaya.com.tr/,https://www.google.com/maps/place/Bu+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb4f750c9426f7:0x745a16f942abf1c9!8m2!3d40.7879607!4d29.969226!16s%2Fg%2F11f9_crj5l!19sChIJ9yaUDHVPyxQRyfGrQvkWWnQ?authuser=0&hl=tr&rclk=1
Kocaeli Kaya Grup,"Körfez, Ankara Yolu Cad No:24, 41001 İzmit/Kocaeli",(0262) 335 38 71,"ik@kocaelikaya.com.tr, info@kocaelikaya.com.tr",https://kocaelikaya.com.tr/,https://www.google.com/maps/place/MECHATNOM+TEKNOLOJ%C4%B0+YAZILIM+SANAY%C4%B0+T%C4%B0CARET+ANON%C4%B0M+%C5%9E%C4%B0RKET%C4%B0/data=!4m7!3m6!1s0x14cb433a2682c451:0x83e362706da9a48d!8m2!3d40.753912!4d29.9533012!16s%2Fg%2F11j2k2mlv7!19sChIJUcSCJjpDyxQRjaSpbXBi44M?authuser=0&hl=tr&rclk=1
KiWVi,"Körfez, Berk Sk. No:10, 41040 İzmit/Kocaeli",(0262) 331 12 16,,N/A,https://www.google.com/maps/place/Kocaeli+Kaya+Grup/data=!4m7!3m6!1s0x14cb4f89cea4efb7:0xe182ce872b076f61!8m2!3d40.7616831!4d29.9610296!16s%2Fg%2F11h7f_0cmk!19sChIJt--kzolPyxQRYW8HK4fOguE?authuser=0&hl=tr&rclk=1
Siyah Kare İnteraktif Digital Ajans,"Cedit, Atatürk Blv. No:1, 41300 İzmit/Kocaeli",0850 532 3642,,N/A,https://www.google.com/maps/place/ABT+M%C3%9CHEND%C4%B0SL%C4%B0K+OTOMASYON+B%C4%B0L%C4%B0%C5%9E%C4%B0M+SAN.+Ve+T%C4%B0C.+LTD.+%C5%9ET%C4%B0./data=!4m7!3m6!1s0x14cb4ffa94b48ad5:0xd4de06978ea99ab3!8m2!3d40.7528995!4d29.9535828!16s%2Fg%2F11c488kbzl!19sChIJ1Yq0lPpPyxQRs5qpjpcG3tQ?authuser=0&hl=tr&rclk=1
Site İnternet ve Yazılım Hizmetleri İnşaat San ve Tic Ltd. Şti.,"Körfez, Hafız Binbaşı Cd. No:9, 41050 İzmit/Kocaeli",(0262) 325 50 09,,N/A,https://www.google.com/maps/place/KiWVi/data=!4m7!3m6!1s0x14cb4f8863618d09:0x27760292522dfe81!8m2!3d40.764831!4d29.9392453!16s%2Fg%2F11b5wjsnxt!19sChIJCY1hY4hPyxQRgf4tUpICdic?authuser=0&hl=tr&rclk=1
AKINSOFT Kocaeli - Prodos Bilişim,"Ömerağa Mh. İstiklal Cad. Belsa Plaza İş Merkezi No:66-67-72, D:73, 41050 İzmit/Kocaeli",0541 485 55 14,,http://www.akinsoftkocaeli.com/,https://www.google.com/maps/place/Siyah+Kare+%C4%B0nteraktif+Digital+Ajans/data=!4m7!3m6!1s0x14cb457fb3f2bdb9:0x20db2d636f395c3!8m2!3d40.7651383!4d29.9358124!16s%2Fg%2F11b6hy4d00!19sChIJub3ys39FyxQRw5XzNtayDQI?authuser=0&hl=tr&rclk=1
Medya Ustası | Kocaeli Web Tasarım | İzmit Web Tasarım,"Yeşilova, Cumhuriyet meydanı no 5, 41060 İzmit/Kocaeli",0531 358 34 41,,N/A,https://www.google.com/maps/place/Site+%C4%B0nternet+ve+Yaz%C4%B1l%C4%B1m+Hizmetleri+%C4%B0n%C5%9Faat+San+ve+Tic+Ltd.+%C5%9Eti./data=!4m7!3m6!1s0x14cb45803dcc4f3f:0x836f50d279027aac!8m2!3d40.7631179!4d29.9358951!16s%2Fg%2F11b75jm711!19sChIJP0_MPYBFyxQRrHoCedJQb4M?authuser=0&hl=tr&rclk=1
NICOTECH - Bilişim ve Teknik Servis Hizmetleri,"Kozluk Mah. Şehit Tezcan Er Sok Menekşe Apt. No:10, 41300 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/AKINSOFT+Kocaeli+-+Prodos+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb453e196861db:0x9c31175ab553e8af!8m2!3d40.764801!4d29.9295178!16s%2Fg%2F11j814n6m2!19sChIJ22FoGT5FyxQRr-hTtVoXMZw?authuser=0&hl=tr&rclk=1
İzmit Reklam Ajansı,"Kocaeli İzmit Cumhuriyet Parkı Yanı İzmit Lisesi Karşısı, 41100",0505 563 49 79,info@izmitreklam.com,http://www.izmitreklam.com/,https://www.google.com/maps/place/Medya+Ustas%C4%B1+%7C+Kocaeli+Web+Tasar%C4%B1m+%7C+%C4%B0zmit+Web+Tasar%C4%B1m/data=!4m7!3m6!1s0x14cb4536cb6fe147:0xd968d7c60b1e6c89!8m2!3d40.7656145!4d29.928242!16s%2Fg%2F11qp4lkl7s!19sChIJR-FvyzZFyxQRiWweC8bXaNk?authuser=0&hl=tr&rclk=1
UNO Bilgisayar,"Yahyakaptan, Akasyalar Cd., 41050 İzmit/Kocaeli",0541 254 41 41,,http://instagram.com/unobilgisayar,https://www.google.com/maps/place/NICOTECH+-+Bili%C5%9Fim+ve+Teknik+Servis+Hizmetleri/data=!4m7!3m6!1s0x14cb457fe9dc1785:0x80f03e067a84026f!8m2!3d40.7652685!4d29.9182256!16s%2Fg%2F11bbwxc2y1!19sChIJhRfc6X9FyxQRbwKEegY-8IA?authuser=0&hl=tr&rclk=1
UNO Bilgisayar,"Yahyakaptan, Akasyalar Cd., 41050 İzmit/Kocaeli",0541 254 41 41,,http://instagram.com/unobilgisayar,https://www.google.com/maps/place/%C4%B0zmit+Reklam+Ajans%C4%B1/data=!4m7!3m6!1s0x14cb4580053e2f9d:0x9ae759880dc6e54d!8m2!3d40.7657588!4d29.9271839!16s%2Fg%2F1hd_4ddbs!19sChIJnS8-BYBFyxQRTeXGDYhZ55o?authuser=0&hl=tr&rclk=1
Emre KAHRAMAN,"Kadıköy, 41050 İzmit/Kocaeli",0532 564 07 41,,N/A,https://www.google.com/maps/place/UNO+Bilgisayar/data=!4m7!3m6!1s0x14cb516ccfadef9b:0xfed5ccfa9247f566!8m2!3d40.7614312!4d29.9759326!16s%2Fg%2F11rh_4sl16!19sChIJm--tz2xRyxQRZvVHkvrM1f4?authuser=0&hl=tr&rclk=1
Oran Medya,"Şirintepe, Kocatepe Sk. Verahause Evleri D:34/4 Di Blok, 41100 İzmit/Kocaeli",0532 385 04 87,"lodash@4.17.21, core-js-bundle@3.2.1, 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com, ed436f5053144538958ad06a5005e99a@sentry.wixpress.com, example@mysite.com., react@18.3.1, 79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com, 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, 460ff4620fa44cba8df530afde949785@sentry.wixpress.com, 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com, focus-within-polyfill@5.0.9, 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, ornek@sitem.com, info@oranmedya.com, react-dom@18.3.1",https://www.oranmedya.com/,https://www.google.com/maps/place/Solit+Ara%C3%A7+Takip+Sistemi+-+Kocaeli/data=!4m7!3m6!1s0x14cb50202550b81d:0x30b63a184d7dad66!8m2!3d40.771375!4d29.976196!16s%2Fg%2F1tfncnz7!19sChIJHbhQJSBQyxQRZq19TRg6tjA?authuser=0&hl=tr&rclk=1
,"Ataevler Mah., Özgürlük Cad., No: 4A İç Kapı No: 39, 41180 Kartepe/Kocaeli",,hello@ursamedia.io,http://www.ursamedia.io/,https://www.google.com/maps/place/Emre+KAHRAMAN/data=!4m7!3m6!1s0x14cb4fa7f74256b5:0x7038c82fff8b07b8!8m2!3d40.7654408!4d29.9408089!16s%2Fg%2F11f6g2r273!19sChIJtVZC96dPyxQRuAeL_y_IOHA?authuser=0&hl=tr&rclk=1
Peki Stüdyo,"tokoğlu sok, Cedit, Kamil Bağdat Sk. batu apt No.4/A, 41200 İzmit/Kocaeli",0530 605 99 61,"lodash@4.17.21, core-js-bundle@3.2.1, react-dom@18.3.1, focus-within-polyfill@5.0.9, react@18.3.1, 1eeb89147c984dc6bc3ffafd9e6cd089@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, pekisosyal@gmail.com, 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com, 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, f36cc48fb72b4d298c835f2793cf3b84@sentry-next.wixpress.com, bfb679c754744c58a7374ee6e25cfc13@sentry.wixpress.com, 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io",https://www.pekisosyal.com/,https://www.google.com/maps/place/Oran+Medya/data=!4m7!3m6!1s0x14cb47aad227f88b:0xf3604f3fed101838!8m2!3d40.7595291!4d29.8586802!16s%2Fg%2F11ww3_wjm1!19sChIJi_gn0qpHyxQROBgQ7T9PYPM?authuser=0&hl=tr&rclk=1
Guru Bilgisayar,"Serdar, Dr. Hamdi Aşan Sk. No:6/D D:88, 41100 İzmit/Kocaeli",(0262) 325 47 03,,N/A,https://www.google.com/maps/place/Ursa+Medya+Dijital+Pazarlama/data=!4m7!3m6!1s0x14cb5159a2d6cffb:0xa8da8534c57e6749!8m2!3d40.7494142!4d30.0418461!16s%2Fg%2F11s4tyn86b!19sChIJ-8_WollRyxQRSWd-xTSF2qg?authuser=0&hl=tr&rclk=1
Domain & Hosting & Sunucu - Turhost.com,"Sanayi, Çarşı Yapı F Blok No.6, 41040 İzmit/Kocaeli",(0212) 227 74 74,satis@turhost.com,https://www.turhost.com/,https://www.google.com/maps/place/Peki+St%C3%BCdyo/data=!4m7!3m6!1s0x14cb457f0cde8ebd:0xce3912271786d91c!8m2!3d40.7650032!4d29.9256307!16s%2Fg%2F11vy7dlqh1!19sChIJvY7eDH9FyxQRHNmGFycSOc4?authuser=0&hl=tr&rclk=1
,"Kadıköy, 41050 İzmit/Kocaeli",0850 532 2719,,N/A,https://www.google.com/maps/place/Guru+Bilgisayar/data=!4m7!3m6!1s0x14cb4585714aad3d:0xce713380269747b2!8m2!3d40.775986!4d29.948357!16s%2Fg%2F1hc329x9m!19sChIJPa1KcYVFyxQRskeXJoAzcc4?authuser=0&hl=tr&rclk=1
,"Kadıköy, 41050 İzmit/Kocaeli",0850 532 2719,,N/A,https://www.google.com/maps/place/Domain+%26+Hosting+%26+Sunucu+-+Turhost.com/data=!4m7!3m6!1s0x14cb457f8e1ffd2d:0xf6e9bf133db53aa8!8m2!3d40.7540192!4d29.9554808!16s%2Fg%2F1hhkvs5tt!19sChIJLf0fjn9FyxQRqDq1PRO_6fY?authuser=0&hl=tr&rclk=1
Petran Bilgi Teknolojileri,"Körfez Mahallesi Ankara Karayolu Caddesi (Eski Bağdat Yolu) kocaeli plaza no 111 kapi 13, 41040 Kocaeli",(0262) 325 55 00,petran@petran.com.tr,http://www.petran.com.tr/,https://www.google.com/maps/place/%C3%87a%C4%9Fr%C4%B1+Mehmet+Turan/data=!4m7!3m6!1s0x14cb44ee7cba0dbf:0x1d986fe3da3835c0!8m2!3d40.7654408!4d29.9408089!16s%2Fg%2F11c1xj75g9!19sChIJvw26fO5EyxQRwDU42uNvmB0?authuser=0&hl=tr&rclk=1
Petran Bilgi Teknolojileri,"Körfez Mahallesi Ankara Karayolu Caddesi (Eski Bağdat Yolu) kocaeli plaza no 111 kapi 13, 41040 Kocaeli",(0262) 325 55 00,petran@petran.com.tr,http://www.petran.com.tr/,https://www.google.com/maps/place/Teknosa/data=!4m7!3m6!1s0x14cb4fea93490ee7:0xb4ce102c8282f77!8m2!3d40.7573!4d29.9476!16s%2Fg%2F1w0r24db!19sChIJ5w5Jk-pPyxQRdy8oyALhTAs?authuser=0&hl=tr&rclk=1
Petran Bilgi Teknolojileri,"Körfez Mahallesi Ankara Karayolu Caddesi (Eski Bağdat Yolu) kocaeli plaza no 111 kapi 13, 41040 Kocaeli",(0262) 325 55 00,petran@petran.com.tr,http://www.petran.com.tr/,https://www.google.com/maps/place/Petran+Bilgi+Teknolojileri/data=!4m7!3m6!1s0x14cb457f8f9e9cd3:0x966eb10a3e9575b2!8m2!3d40.762861!4d29.9415283!16s%2Fg%2F1tfhw9p1!19sChIJ05yej39FyxQRsnWVPgqxbpY?authuser=0&hl=tr&rclk=1
MEDYA BABA REKLAM YAPIM A.Ş.,"ÇARŞI YAPI AVM D:B:18, Sanayi, Kumru Sk., 41040 İzmit/Kocaeli",0532 275 27 72,,https://medyababa.com/,https://www.google.com/maps/place/Web+Tasar%C4%B1m+%26+Yaz%C4%B1l%C4%B1m+Best+Teknoloji/data=!4m7!3m6!1s0x14cb457d593a42d9:0x2287ecadb1634014!8m2!3d40.762926!4d29.938328!16s%2Fg%2F1tr2jv_h!19sChIJ2UI6WX1FyxQRFEBjsa3shyI?authuser=0&hl=tr&rclk=1
Dora Bilişim Ve İletişim,"Uğur apart, Karabaş, Leyla Atakan Cd. D:23/A, 41040 İzmit/Kocaeli",0554 141 36 72,,N/A,https://www.google.com/maps/place/Gematri/data=!4m7!3m6!1s0x14cb4fd82add8ceb:0x97db0f7ff1857a2c!8m2!3d40.7614157!4d29.950063!16s%2Fg%2F11y3jfxr07!19sChIJ64zdKthPyxQRLHqF8X8P25c?authuser=0&hl=tr&rclk=1
UZMANLAR BİLİŞİM TEKNOLOJİLERİ,"Kadıköy, Atatürk Blv. No:55, 41100 İzmit/Kocaeli",(0262) 322 77 87,,http://www.uzmanim.com/,https://www.google.com/maps/place/MEDYA+BABA+REKLAM+YAPIM+A.%C5%9E./data=!4m7!3m6!1s0x14cb4fd72dcadee3:0xe662950357a81538!8m2!3d40.7526288!4d29.9542942!16s%2Fg%2F11ftwp1h41!19sChIJ497KLddPyxQROBWoVwOVYuY?authuser=0&hl=tr&rclk=1
POLTECH BİLGİSAYAR BİLİŞİM PAZARLAMA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,"Ömerağa, Abdurrahman Yüksel Cd. No:9/2-127, 41100 İzmit/Kocaeli",0552 504 42 41,,https://www.poltech.com.tr/,https://www.google.com/maps/place/Dora+Bili%C5%9Fim+Ve+%C4%B0leti%C5%9Fim/data=!4m7!3m6!1s0x14cb4f6c29529b63:0x4647de90c5cdcf7b!8m2!3d40.7645777!4d29.9344282!16s%2Fg%2F11f7r202x3!19sChIJY5tSKWxPyxQRe8_NxZDeR0Y?authuser=0&hl=tr&rclk=1
POLTECH BİLGİSAYAR BİLİŞİM PAZARLAMA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,"Ömerağa, Abdurrahman Yüksel Cd. No:9/2-127, 41100 İzmit/Kocaeli",0552 504 42 41,,https://www.poltech.com.tr/,https://www.google.com/maps/place/UZMANLAR+B%C4%B0L%C4%B0%C5%9E%C4%B0M+TEKNOLOJ%C4%B0LER%C4%B0/data=!4m7!3m6!1s0x14cb4f8954baf289:0xb58ac7cce9023464!8m2!3d40.7658499!4d29.944836!16s%2Fg%2F11c1ws558b!19sChIJifK6VIlPyxQRZDQC6czHirU?authuser=0&hl=tr&rclk=1
