Ad,Adres,Telefon,E-posta,Web Sitesi,Google Maps Link
HİRA İLETİŞİM PLUS,"Barbaros, Pınar Cd. 25 b, 41090 Başiskele/Kocaeli",,,https://instagram.com/hirailetisimplus?utm_medium=copy_link,https://www.google.com/maps/place/turkcell+da%C4%9F%C4%B1t%C4%B1m+merkezi/data=!4m7!3m6!1s0x14cb455c6856e427:0x61f6eac2ea1f1d90!8m2!3d40.7522415!4d29.9552261!16s%2Fg%2F11c17jk071!19sChIJJ-RWaFxFyxQRkB0f6sLq9mE?authuser=0&hl=tr&rclk=1
"NoteFix l Bilgisayar, Cep Telefonu ve Tablet Tamir Servisi","Ömerağa Mah. Alemdar Cad. Soydan İş Merkezi No:34/73, 41300 İzmit/Kocaeli",0555 448 72 12,info@notefix.com.tr,https://www.notefix.com.tr/,https://www.google.com/maps/place/T%C3%BCrk+Telekom/data=!4m7!3m6!1s0x406b20dadf06e41d:0x6419665226daac01!8m2!3d40.7655109!4d29.9343238!16s%2Fg%2F11bycdn084!19sChIJHeQG39oga0ARAazaJlJmGWQ?authuser=0&hl=tr&rclk=1
"NoteFix l Bilgisayar, Cep Telefonu ve Tablet Tamir Servisi","Ömerağa Mah. Alemdar Cad. Soydan İş Merkezi No:34/73, 41300 İzmit/Kocaeli",0555 448 72 12,info@notefix.com.tr,https://www.notefix.com.tr/,https://www.google.com/maps/place/H%C4%B0RA+%C4%B0LET%C4%B0%C5%9E%C4%B0M+PLUS/data=!4m7!3m6!1s0x14cb45b180943617:0x51158e4883ef85ee!8m2!3d40.7104342!4d29.9283149!16s%2Fg%2F11gyyxfptn!19sChIJFzaUgLFFyxQR7oXvg0iOFVE?authuser=0&hl=tr&rclk=1
Turkcell Iletişim Merkezi,,0535 585 41 41,,N/A,"https://www.google.com/maps/place/NoteFix+l+Bilgisayar,+Cep+Telefonu+ve+Tablet+Tamir+Servisi/data=!4m7!3m6!1s0x14cb457f8d7ddc5b:0x4c0b15831c3352d6!8m2!3d40.764632!4d29.928511!16s%2Fg%2F11c37jw6_2!19sChIJW9x9jX9FyxQR1lIzHIMVC0w?authuser=0&hl=tr&rclk=1"
Özkan Teknik Servis - Nova Mobil,"Ömerağa, Akça Cami Cd. NO:18 D:E, 41100 İzmit/Kocaeli",0541 115 41 41,,N/A,https://www.google.com/maps/place/Turkcell+Ileti%C5%9Fim+Merkezi/data=!4m7!3m6!1s0x14cb4f8b505961e5:0x9bd30981944937ff!8m2!3d40.763876!4d29.950323!16s%2Fg%2F11c1xjqghw!19sChIJ5WFZUItPyxQR_zdJlIEJ05s?authuser=0&hl=tr&rclk=1
EMRE TEKNİK SERVİS,"Karabaş, Hafiz Selim Efendi Sk. no:12/1, 41780 İzmit/Kocaeli",0541 622 54 45,,N/A,https://www.google.com/maps/place/CML+Mobile+aksesuar/data=!4m7!3m6!1s0x14cb4531face8409:0x9016bc695391a9de!8m2!3d40.7646544!4d29.9277662!16s%2Fg%2F11rc4p21_r!19sChIJCYTO-jFFyxQR3qmRU2m8FpA?authuser=0&hl=tr&rclk=1
İzmit İPhone Apple Teknik Servis AppleTime,"Ömerağa, Alemdar Cd. Şen İş Merkezi Zemin Kat No : 46, 41100 İzmit/Kocaeli",0543 521 96 75,,N/A,https://www.google.com/maps/place/%C3%96zkan+Teknik+Servis+-+Nova+Mobil/data=!4m7!3m6!1s0x14cb457f9cacf43b:0x8d7f20c421a170d!8m2!3d40.7655553!4d29.9287702!16s%2Fg%2F11f3tyxbnk!19sChIJO_SsnH9FyxQRDRcaQgzy1wg?authuser=0&hl=tr&rclk=1
Kadir İletişim,"Ömerağa, İnönü Cd. no 190, 41100 İzmit/Kocaeli",0507 318 38 33,,N/A,https://www.google.com/maps/place/EMRE+TEKN%C4%B0K+SERV%C4%B0S/data=!4m7!3m6!1s0x14cb388245655555:0xdf929d9ac2b90154!8m2!3d40.762877!4d29.936633!16s%2Fg%2F11fmz2dmt7!19sChIJVVVlRYI4yxQRVAG5wpqdkt8?authuser=0&hl=tr&rclk=1
Türk Telekom,"Karabaş, Leyla Atakan Cd. No:23, 41040 İzmit/Kocaeli",444 1 444,,https://www.turktelekom.com.tr/,https://www.google.com/maps/place/%C4%B0zmit+%C4%B0Phone+Apple+Teknik+Servis+AppleTime/data=!4m7!3m6!1s0x14cb4535b0e38df3:0x59283dffc8cdc37b!8m2!3d40.7653828!4d29.9282524!16s%2Fg%2F11jw_sx3l6!19sChIJ843jsDVFyxQRe8PNyP89KFk?authuser=0&hl=tr&rclk=1
AKYÜZ İLETİŞİM,"Karabaş, İnönü Cd. No:252, 41040 İzmit/Kocaeli",0533 679 98 65,,N/A,https://www.google.com/maps/place/Kadir+%C4%B0leti%C5%9Fim/data=!4m7!3m6!1s0x14cb45801787e9fd:0xbcd0874aa88f505a!8m2!3d40.7658211!4d29.9293368!16s%2Fg%2F1hc1kbj3n!19sChIJ_emHF4BFyxQRWlCPqEqH0Lw?authuser=0&hl=tr&rclk=1
Poyraz WiFi Başiskele Şubesi,"Barbaros, Millet Cd. No:34/A, 41090 Başiskele/Kocaeli",0850 303 7969,,http://www.poyrazwifi.com.tr/,https://www.google.com/maps/place/T%C3%BCrk+Telekom/data=!4m7!3m6!1s0x152d66c27d54b351:0xdacc6c2391d4f3b7!8m2!3d40.7637507!4d29.9345928!16s%2Fg%2F11b7qf3kcc!19sChIJUbNUfcJmLRURt_PUkSNszNo?authuser=0&hl=tr&rclk=1
Poyraz WiFi Başiskele Şubesi,"Barbaros, Millet Cd. No:34/A, 41090 Başiskele/Kocaeli",0850 303 7969,,http://www.poyrazwifi.com.tr/,https://www.google.com/maps/place/AKY%C3%9CZ+%C4%B0LET%C4%B0%C5%9E%C4%B0M/data=!4m7!3m6!1s0x14cb4f355a9afe1f:0x408c142cf5017fdd!8m2!3d40.7663536!4d29.9320128!16s%2Fg%2F11vz7lq87l!19sChIJH_6aWjVPyxQR3X8B9SwUjEA?authuser=0&hl=tr&rclk=1
Poyraz WiFi Başiskele Şubesi,"Barbaros, Millet Cd. No:34/A, 41090 Başiskele/Kocaeli",0850 303 7969,,http://www.poyrazwifi.com.tr/,https://www.google.com/maps/place/Poyraz+WiFi+Ba%C5%9Fiskele+%C5%9Eubesi/data=!4m7!3m6!1s0x14cb45f1857f53a3:0x82b1573c24bfb303!8m2!3d40.7113841!4d29.9324025!16s%2Fg%2F11qjkhlkzq!19sChIJo1N_hfFFyxQRA7O_JDxXsYI?authuser=0&hl=tr&rclk=1
شفق للاتصالات,"Cedit, İnönü Cd. No:314, 41300 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Marmara+ileti%C5%9Fim-%C4%B0zmit+Telefon+tamiri-izmit+cep+telefonu+tamir+ve+ikinci+el+al%C4%B1m+sat%C4%B1m+merkezi/data=!4m7!3m6!1s0x14cb4566dedb5667:0xa32cf0898d231d10!8m2!3d40.7642674!4d29.9288339!16s%2Fg%2F11wtl8wn6h!19sChIJZ1bb3mZFyxQREB0jjYnwLKM?authuser=0&hl=tr&rclk=1
IphoneSamsungKocaeli,"Üniversitesi Antikpark Konukevi Yanı, Körfez, Şht. Rafet Karacan Blv 12/1, 41050 İzmit/Kocaeli",0534 970 50 70,,N/A,https://www.google.com/maps/place/%EF%A3%BF+APPLE%E2%80%99M+GSM+%EF%A3%BF/data=!4m7!3m6!1s0x14cb4f125495620b:0x2c5398a011c6c7b2!8m2!3d40.7649781!4d29.9324447!16s%2Fg%2F11sjv5gdq2!19sChIJC2KVVBJPyxQRssfGEaCYUyw?authuser=0&hl=tr&rclk=1
İphone garantili teknik servis,"Ömerağa, Fethiye Cd. öztalay iş merkezi, 41500 İzmit/Kocaeli",0535 045 70 78,,N/A,https://www.google.com/maps/place/%D8%B4%D9%81%D9%82+%D9%84%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x14cb4f79974bc347:0x955ff43f5ad92427!8m2!3d40.7668958!4d29.9345758!16s%2Fg%2F11q8wxv12t!19sChIJR8NLl3lPyxQRJyTZWj_0X5U?authuser=0&hl=tr&rclk=1
Şah gsm teknik servis - İzmit cep telefon tamiri,"Ömerağa, İnönü Cd. No 202/b, 41300 İzmit/Kocaeli",0531 881 45 85,,N/A,https://www.google.com/maps/place/IphoneSamsungKocaeli/data=!4m7!3m6!1s0x14cb4fef275b660f:0x1cf0107b39af54!8m2!3d40.7645423!4d29.9485167!16s%2Fg%2F11h5r_4x6d!19sChIJD2ZbJ-9PyxQRVK85exDwHAA?authuser=0&hl=tr&rclk=1
Özgün Technology,"Şen İş Merkezi, Ömerağa, Alemdar Cd. No:67, 41100 İzmit/Kocaeli",0541 414 97 41,,N/A,https://www.google.com/maps/place/%C4%B0phone+garantili+teknik+servis/data=!4m7!3m6!1s0x14cb451d8b9c3287:0xe3999e49bbb0369c!8m2!3d40.7638916!4d29.9262972!16s%2Fg%2F11w33b4mcj!19sChIJhzKcix1FyxQRnDawu0memeM?authuser=0&hl=tr&rclk=1
ELMA KURDU GSM TEKNİK SERVİS,"Ömerağa, Sanayi Fuarı 4. Cd., 41300 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/%C5%9Eah+gsm+teknik+servis+-+%C4%B0zmit+cep+telefon+tamiri/data=!4m7!3m6!1s0x14cb4f145db484e1:0x76fcdf0ccb0a8b39!8m2!3d40.7659351!4d29.9297282!16s%2Fg%2F11fj8g774h!19sChIJ4YS0XRRPyxQROYsKywzf_HY?authuser=0&hl=tr&rclk=1
Türk Telekom,"Ömerağa, İnönü Cd. No:170/A, 41200 İzmit/Kocaeli",444 1 444,,http://www.turktelekom.com.tr/,https://www.google.com/maps/place/%C3%96zg%C3%BCn+Technology/data=!4m7!3m6!1s0x14cb45e24fc12fd3:0xd85bc4f3dc69f6b2!8m2!3d40.7654927!4d29.9285159!16s%2Fg%2F11hhldqm0b!19sChIJ0y_BT-JFyxQRsvZp3PPEW9g?authuser=0&hl=tr&rclk=1
Nano Tech Gsm Market,"Ömerağa, Fethiye Cd. No: 23, 41300 İzmit/Kocaeli",0532 642 45 45,,N/A,https://www.google.com/maps/place/ELMA+KURDU+GSM+TEKN%C4%B0K+SERV%C4%B0S/data=!4m7!3m6!1s0x14cb45802116de3f:0x7aaef4a151e88620!8m2!3d40.7648256!4d29.9275565!16s%2Fg%2F11f_0vxwt4!19sChIJP94WIYBFyxQRIIboUaH0rno?authuser=0&hl=tr&rclk=1
İrfan Teknik Cep Telefonu Servisi,"Merkez, 39. Sk. No:3/36, 41650 Gölcük/Kocaeli",0535 564 93 66,"armut-header-logo-colour@2x.png, armut-logo-colour-negative@3x.png, destek@armut.com",https://armut.com/hizmetveren/irfan-tirpan-kocaeli-golcuk-telefon-servisi_8563373,https://www.google.com/maps/place/T%C3%BCrk+Telekom/data=!4m7!3m6!1s0x14cb500499f3067d:0xb93f7640f36b7fee!8m2!3d40.7656663!4d29.9282049!16s%2Fg%2F11ddwtfvrx!19sChIJfQbzmQRQyxQR7n9r80B2P7k?authuser=0&hl=tr&rclk=1
Kuzenler iletişim,"Turangunes cad. No :264, 41050 İzmit",0532 605 16 74,,N/A,https://www.google.com/maps/place/Nano+Tech+Gsm+Market/data=!4m7!3m6!1s0x14cb45804b27180d:0x76e7e87f63fda192!8m2!3d40.764223!4d29.926077!16s%2Fg%2F11gcc36llv!19sChIJDRgnS4BFyxQRkqH9Y3_o53Y?authuser=0&hl=tr&rclk=1
TEKNOCELL İLETİŞİM,"Ömerağa, Akça Cami Cd. No:33, 41000 İzmit/Kocaeli",0532 365 39 41,,N/A,https://www.google.com/maps/place/%C4%B0rfan+Teknik+Cep+Telefonu+Servisi/data=!4m7!3m6!1s0x14cb41fde2492d65:0xdd5c0c418185c535!8m2!3d40.7209679!4d29.8204159!16s%2Fg%2F11kc8fbpc5!19sChIJZS1J4v1ByxQRNcWFgUEMXN0?authuser=0&hl=tr&rclk=1
Best Telekom,"Çukurbağ, Musa Kazım Cd. No:3, 41300 İzmit/Kocaeli",(0262) 322 78 28,,N/A,https://www.google.com/maps/place/Kuzenler+ileti%C5%9Fim/data=!4m7!3m6!1s0x14cb4feb85d06e5d:0xa824ae55d636c5c6!8m2!3d40.7724946!4d29.9551698!16s%2Fg%2F11c3swlg4t!19sChIJXW7QhetPyxQRxsU21lWuJKg?authuser=0&hl=tr&rclk=1
MEGACEP İZMİT 2 EL TELEFON ALIM SATIM İZMİT TEKNİK SERVİS İZMİT İKİNCİ EL TELEFON İPHONE SAMSUNG OPPO HUAWEİ,"Ömerağa, Akça Cami Cd. 11/D, 41100 İzmit/Kocaeli",0532 461 99 41,,N/A,https://www.google.com/maps/place/TEKNOCELL+%C4%B0LET%C4%B0%C5%9E%C4%B0M/data=!4m7!3m6!1s0x14cb4f2ee4c15d71:0x40f589c528503c98!8m2!3d40.7658324!4d29.9299512!16s%2Fg%2F11t2cjnfhm!19sChIJcV3B5C5PyxQRmDxQKMWJ9UA?authuser=0&hl=tr&rclk=1
Turkcell İletişim Merkezi,"Sevim apt, Karabaş, Leyla Atakan Cd. no :21, 41040 İzmit/Kocaeli",0534 922 68 68,"gnc-icon@2x.png, fizy-icon@2x.png, upcall-icon@2x.png, bip-icon@2x.png",https://www.turkcell.com.tr/,https://www.google.com/maps/place/Best+Telekom/data=!4m7!3m6!1s0x14cb4f86d104a7a1:0xbcc77845437af5c!8m2!3d40.7671103!4d29.9340224!16s%2Fg%2F1tg8g1gj!19sChIJoacE0YZPyxQRXK83VIR3zAs?authuser=0&hl=tr&rclk=1
Karayel Bilgisayar,"Atakent, Saraçoğlu Cd. No:15, 41275 Başiskele/Kocaeli",(0262) 341 42 18,,N/A,https://www.google.com/maps/place/MEGACEP+%C4%B0ZM%C4%B0T+2+EL+TELEFON+ALIM+SATIM+%C4%B0ZM%C4%B0T+TEKN%C4%B0K+SERV%C4%B0S+%C4%B0ZM%C4%B0T+%C4%B0K%C4%B0NC%C4%B0+EL+TELEFON+%C4%B0PHONE+SAMSUNG+OPPO+HUAWE%C4%B0/data=!4m7!3m6!1s0x14cb454c65ad215d:0x648452a7ffa0730a!8m2!3d40.7656328!4d29.9285195!16s%2Fg%2F11pvsdbyc9!19sChIJXSGtZUxFyxQRCnOg_6dShGQ?authuser=0&hl=tr&rclk=1
BELSA GSM,"Ömerağa mah abdurahman yüksel caddesi belsa plaza no35 belsa plaza d giriş kapısı 10 metre ilerisi belsagsm, 41100 İzmit/Kocaeli",0552 224 72 04,,N/A,https://www.google.com/maps/place/Turkcell+%C4%B0leti%C5%9Fim+Merkezi/data=!4m7!3m6!1s0x14cb457df1c101a9:0x370359f4c43e2865!8m2!3d40.763732!4d29.934541!16s%2Fg%2F11h75_vgs_!19sChIJqQHB8X1FyxQRZSg-xPRZAzc?authuser=0&hl=tr&rclk=1
TROY Apple Yetkili Satıcı ve Yetkili Servis Sağlayıcısı,"Sanayi Mah. Ömer Türkçakal Bul. 41 Burda AVM Kat:1 No:156, 41040 İzmit/Kocaeli",0850 532 1992,"info@troyestore.com, Logo-Footer-Apple-Premium-Partner_100x@2x.svg, Autho_Ser_Provi_2ln_blk_US_051117_1eebbd09-930c-4776-a2ae-9b2d3555747a_130x@2x.svg, Authorized_Education_Specialist_2ln_blk_CAEN_110821_130x@2x.svg",https://www.troyestore.com/,https://www.google.com/maps/place/Karayel+Bilgisayar/data=!4m7!3m6!1s0x14cb45935578be8d:0x7ba2404c70d3bfbe!8m2!3d40.7047604!4d29.8870145!16s%2Fg%2F11ptvs9218!19sChIJjb54VZNFyxQRvr_TcExAons?authuser=0&hl=tr&rclk=1
perpashop,"Karadenizliler, Çakır Sk. No:5, 41140 Başiskele/Kocaeli",(0262) 319 39 49,,N/A,https://www.google.com/maps/place/BELSA+GSM/data=!4m7!3m6!1s0x14cb453480507acf:0xe45d82badc69b2aa!8m2!3d40.7646915!4d29.9293375!16s%2Fg%2F11rjj906gv!19sChIJz3pQgDRFyxQRqrJp3LqCXeQ?authuser=0&hl=tr&rclk=1
Turkcell Iletişim Merkezi,"Ömerağa, Alemdar Cd. NO: 24, 67900 İzmit/Kocaeli",0532 532 00 00,"gnc-icon@2x.png, fizy-icon@2x.png, upcall-icon@2x.png, bip-icon@2x.png",https://www.turkcell.com.tr/,https://www.google.com/maps/place/TROY+Apple+Yetkili+Sat%C4%B1c%C4%B1+ve+Yetkili+Servis+Sa%C4%9Flay%C4%B1c%C4%B1s%C4%B1/data=!4m7!3m6!1s0x14cb4563fc76d203:0xa9bc1f06aaafaecc!8m2!3d40.7565218!4d29.9473663!16s%2Fg%2F11g68_lbtv!19sChIJA9J2_GNFyxQRzK6vqgYfvKk?authuser=0&hl=tr&rclk=1
Isacell Aksesuar,"BARBAROS MAH EYÜP SULTAN CAD, Barbaros, Demet Sk. 16/5, 41090 Başiskele/Kocaeli",0535 294 22 41,,N/A,https://www.google.com/maps/place/perpashop/data=!4m7!3m6!1s0x14cb502691469951:0x18d1cb4b430f7d76!8m2!3d40.7394089!4d29.9644907!16s%2Fg%2F11c6djsf1p!19sChIJUZlGkSZQyxQRdn0PQ0vL0Rg?authuser=0&hl=tr&rclk=1
Türk Telekom,"Burda AVM, Sanayi, Ömer Türkçakal Blv. No:7 41, 41040 İzmit/Kocaeli",(0212) 644 37 48,,https://www.turktelekom.com.tr/,https://www.google.com/maps/place/Turkcell+Ileti%C5%9Fim+Merkezi/data=!4m7!3m6!1s0x14cb457f9d2bc225:0x7d31c4fa4bc752bf!8m2!3d40.7637629!4d29.9285918!16s%2Fg%2F11c1xk2_yz!19sChIJJcIrnX9FyxQRv1LHS_rEMX0?authuser=0&hl=tr&rclk=1
Türk Telekom,"Burda AVM, Sanayi, Ömer Türkçakal Blv. No:7 41, 41040 İzmit/Kocaeli",(0212) 644 37 48,,https://www.turktelekom.com.tr/,https://www.google.com/maps/place/Isacell+Aksesuar/data=!4m7!3m6!1s0x14cb4541fc2decf5:0xc71e08eee3ac62a2!8m2!3d40.7115672!4d29.9275727!16s%2Fg%2F11t859lk2z!19sChIJ9ewt_EFFyxQRomKs4-4IHsc?authuser=0&hl=tr&rclk=1
,"Sanayi, Kozalı Cd. Çarşı Yapı Sit, 41100 İzmit/Kocaeli",,,http://www.karel.com.tr/,https://www.google.com/maps/place/T%C3%BCrk+Telekom/data=!4m7!3m6!1s0x14cb456133fa9021:0x8b275ebbaea62017!8m2!3d40.7572614!4d29.9467026!16s%2Fg%2F11clsddxt2!19sChIJIZD6M2FFyxQRFyCmrrteJ4s?authuser=0&hl=tr&rclk=1
KAREL AŞ.,"Sanayi, Kozalı Cd. Çarşı Yapı Sit, 41100 İzmit/Kocaeli",,,http://www.karel.com.tr/,https://www.google.com/maps/place/Turkcell+Ileti%C5%9Fim+Merkezi/data=!4m7!3m6!1s0x14cb5003621605f1:0xb97bd74dc3c15e56!8m2!3d40.7586491!4d29.9792605!16s%2Fg%2F11cs6f3rtr!19sChIJ8QUWYgNQyxQRVl7Bw03Xe7k?authuser=0&hl=tr&rclk=1
KAREL AŞ.,"Sanayi, Kozalı Cd. Çarşı Yapı Sit, 41100 İzmit/Kocaeli",,,http://www.karel.com.tr/,https://www.google.com/maps/place/KAREL+A%C5%9E./data=!4m7!3m6!1s0x14cb45e164745b93:0x86164253a76ac350!8m2!3d40.7547863!4d29.9546234!16s%2Fg%2F11v_5qszpx!19sChIJk1t0ZOFFyxQRUMNqp1NCFoY?authuser=0&hl=tr&rclk=1
