Ad,Adres,Telefon,E-posta,Web Sitesi,Google Maps Link
Yeni Nesil Bilişim ve Bilgisayar Sistemleri Web Tasarım Ltd. Şti.,"Mimar Sinan, Burç Sk. NO:34/B, 41780 Körfez/Kocaeli",0545 305 36 41,bilgi@yeninesilbilisim.com,http://www.yeninesilbilisim.com/,https://www.google.com/maps/place/%C4%B0ZM%C4%B0T+Bilgisayar+Al%C4%B1m/data=!4m7!3m6!1s0x14cb4f1e0625a577:0x382ae3dabd6277ce!8m2!3d40.7665565!4d29.9348182!16s%2Fg%2F11s9dm1z4m!19sChIJd6UlBh5PyxQRzndivdrjKjg?authuser=0&hl=tr&rclk=1
D'SMART İZMİT ANA BAYİİ,"Kadıköy, tercümanoğlu sokak no 27/A, 41100 İzmit/Kocaeli",(0262) 226 03 88,,https://aniluydutv.com.tr/,https://www.google.com/maps/place/%C4%B0zmit+Yaz%C4%B1l%C4%B1m/data=!4m7!3m6!1s0x14cb4f8c352e8201:0x8c76f78f956fcd5f!8m2!3d40.7638169!4d29.951658!16s%2Fg%2F11fmc2vrs2!19sChIJAYIuNYxPyxQRX81vlY_3dow?authuser=0&hl=tr&rclk=1
Milestone Yazılım,"Bekirdere, Başaran Cd. No:13 D:6, 41060 İzmit/Kocaeli",(0262) 323 80 80,,,https://www.google.com/maps/place/Yeni+Nesil+Bili%C5%9Fim+ve+Bilgisayar+Sistemleri+Web+Tasar%C4%B1m+Ltd.+%C5%9Eti./data=!4m7!3m6!1s0x14cb399e559b116d:0x4742dc44da9627b8!8m2!3d40.769488!4d29.753032!16s%2Fg%2F11pkk6wtt4!19sChIJbRGbVZ45yxQRuCeW2kTcQkc?authuser=0&hl=tr&rclk=1
Dedica Teknoloji A.Ş.,"Dedica Teknoloji A.Ş, Körfez, Yüce Rıfat Sk. 42/2, 41040 İzmit/Kocaeli",(0262) 332 03 00,,https://www.dedica.com.tr/,https://www.google.com/maps/place/D%27SMART+%C4%B0ZM%C4%B0T+ANA+BAY%C4%B0%C4%B0/data=!4m7!3m6!1s0x84e29a6f2e231447:0x3b7a441f7375fe4d!8m2!3d40.7688434!4d29.9447902!16s%2Fg%2F11sc29h7bv!19sChIJRxQjLm-a4oQRTf51cx9Eejs?authuser=0&hl=tr&rclk=1
Webadam İnternet Çözümleri | Kocaeli Web Tasarım,"Ömerağa, Fethiye Cd. Öztalay İş Hanı Kat:1 D:173, 41300 İzmit/Kocaeli",0850 303 0241,,https://webadam.com.tr/,https://www.google.com/maps/place/Milestone+Yaz%C4%B1l%C4%B1m/data=!4m7!3m6!1s0x14cb4feb7598752b:0x1667ef8c65d1a7d9!8m2!3d40.7735251!4d29.9536768!16s%2Fg%2F11j0bk49cv!19sChIJK3WYdetPyxQR2afRZYzvZxY?authuser=0&hl=tr&rclk=1
ServisX Elektronik Bilgisayar ve Oto Ses Görüntü Sistemleri,"Cedit, Leyla Atakan Cd. No:45, 41100 İzmit/Kocaeli",(0262) 321 19 19,,http://www.servisx.com.tr/,https://www.google.com/maps/place/Dedica+Teknoloji+A.%C5%9E./data=!4m7!3m6!1s0x14cb4f8e1396ca3b:0x71980205963d3846!8m2!3d40.7635952!4d29.9530019!16s%2Fg%2F11cmyv7cqb!19sChIJO8qWE45PyxQRRjg9lgUCmHE?authuser=0&hl=tr&rclk=1
Turkcell Iletişim Merkezi,"Mehmet Ali Paşa Mah, Turan Güneş Cd. No:226/2, 41000 İzmit/Kocaeli",(0262) 332 26 23,"gnc-icon@2x.png, bip-icon@2x.png, fizy-icon@2x.png, upcall-icon@2x.png",https://www.turkcell.com.tr/,https://www.google.com/maps/place/ServisX+Elektronik+Bilgisayar+ve+Oto+Ses+G%C3%B6r%C3%BCnt%C3%BC+Sistemleri/data=!4m7!3m6!1s0x14cb4f875ba34d61:0x46ebe9cd5095faa6!8m2!3d40.7664381!4d29.9346909!16s%2Fg%2F11f04x567y!19sChIJYU2jW4dPyxQRpvqVUM3p60Y?authuser=0&hl=tr&rclk=1
EMAY BİLGİ İŞLEM MÜHENDİSLİK VE DANIŞMANLIK SAN.TİC.LTD.ŞTİ.,"M. Alipaşa, Belinay Sk. No:23/2, 41050 İzmit/Kocaeli",(0262) 333 12 12,,,https://www.google.com/maps/place/Ultraapp+Yaz%C4%B1l%C4%B1m+%C5%9Eirketi/data=!4m7!3m6!1s0x14cb4f12f31cd951:0xf78edba943d0f0d7!8m2!3d40.7723606!4d29.9512757!16s%2Fg%2F11whwvzw9z!19sChIJUdkc8xJPyxQR1_DQQ6nbjvc?authuser=0&hl=tr&rclk=1
teknocom,"Karabaş, Gümüşlü Sk. ersoy apt no:10/1, 41100 İzmit/Kocaeli",0543 854 41 41,,,https://www.google.com/maps/place/Turkcell+Ileti%C5%9Fim+Merkezi/data=!4m7!3m6!1s0x14cb4f933aae504f:0xc622f95add2df6dd!8m2!3d40.7719023!4d29.9501658!16s%2Fg%2F11c5bqmgh2!19sChIJT1CuOpNPyxQR3fYt3Vr5IsY?authuser=0&hl=tr&rclk=1
Gürsel Bilgisayar & Güvenlik Sistemleri İth. İhr. San Tic. Ltd. Şti,"Alemdar Cd. No:34 İç Kapı No:51, Ömerağa, 41300 İzmit/Kocaeli",(0262) 324 80 24,"info@gurselbilgisayar.com, logo_band_colored@1X.png",http://www.gurselbilgisayar.com/,https://www.google.com/maps/place/EMAY+B%C4%B0LG%C4%B0+%C4%B0%C5%9ELEM+M%C3%9CHEND%C4%B0SL%C4%B0K+VE+DANI%C5%9EMANLIK+SAN.T%C4%B0C.LTD.%C5%9ET%C4%B0./data=!4m7!3m6!1s0x14cb4fcf64892c13:0xbb915634197e54f1!8m2!3d40.7647704!4d29.9561887!16s%2Fg%2F11stvspx32!19sChIJEyyJZM9PyxQR8VR-GTRWkbs?authuser=0&hl=tr&rclk=1
Senkron Bilgisayar,"Körfez, Şht. Hasan Sk. NO:18/1, 41040 İzmit/Kocaeli",(0262) 325 78 10,info@sbe.com.tr,http://www.sbe.com.tr/,https://www.google.com/maps/place/G%C3%BCrsel+Bilgisayar+%26+G%C3%BCvenlik+Sistemleri+%C4%B0th.+%C4%B0hr.+San+Tic.+Ltd.+%C5%9Eti/data=!4m7!3m6!1s0x14cb457f8d2d7289:0x3fea53c8ed4b5379!8m2!3d40.7647702!4d29.9283809!16s%2Fg%2F11dztsg_0b!19sChIJiXItjX9FyxQReVNL7chT6j8?authuser=0&hl=tr&rclk=1
Bilgiç Bilişim - İzmit Bilgisayar Servisi - İzmit Bilgisayar Tamiri,,0552 719 66 41,,https://www.bilgicbilisim.net/,https://www.google.com/maps/place/Inchels+-+Yaz%C4%B1l%C4%B1m+Geli%C5%9Ftirme+ve+Grafik+Tasar%C4%B1m+Ajans%C4%B1/data=!4m7!3m6!1s0x14cb4fac33bc3c47:0x3d2d2422096e5459!8m2!3d40.7700983!4d29.9691958!16s%2Fg%2F11kq3vkyxq!19sChIJRzy8M6xPyxQRWVRuCSIkLT0?authuser=0&hl=tr&rclk=1
kodarge,"Sanayi, Gençler Sk. No:1, 41040 İzmit/Kocaeli",0531 254 81 78,,http://kodarge.com/,https://www.google.com/maps/place/Senkron+Bilgisayar/data=!4m7!3m6!1s0x14cb46112bf955e3:0xaf6d76aa24cbd794!8m2!3d40.7618096!4d29.9499856!16s%2Fg%2F1hc7dvwvd!19sChIJ41X5KxFGyxQRlNfLJKp2ba8?authuser=0&hl=tr&rclk=1
TEZA Bilişim Teknoloji A.Ş.,"Karabaş, Karabaş Sk. No:1, 41040 İzmit/Kocaeli",(0262) 322 41 23,,,https://www.google.com/maps/place/Bilgi%C3%A7+Bili%C5%9Fim+-+%C4%B0zmit+Bilgisayar+Servisi+-+%C4%B0zmit+Bilgisayar+Tamiri/data=!4m7!3m6!1s0x14cb4fd2f4257c59:0x38efb8749160006e!8m2!3d40.870853!4d29.8504346!16s%2Fg%2F11qqfm3grx!19sChIJWXwl9NJPyxQRbgBgkXS47zg?authuser=0&hl=tr&rclk=1
Merihsoft Bilişim Teknolojileri,"Kemalpaşa, İstanbul İzmit Yanyolu No:3, 41200 İzmit/Kocaeli",,,,https://www.google.com/maps/place/kodarge/data=!4m7!3m6!1s0x14cb455eddfcd0af:0x1d8c70d68ddd3f0c!8m2!3d40.7556851!4d29.9551788!16s%2Fg%2F11t2b48gy0!19sChIJr9D83V5FyxQRDD_djdZwjB0?authuser=0&hl=tr&rclk=1
Esna Bilişim,"Sanayi Kozalı Caddesi No:10 G D:Blok D2, 41040 İzmit/Kocaeli",,info@esnabilisim.com,http://esnabilisim.com/,https://www.google.com/maps/place/TEZA+Bili%C5%9Fim+Teknoloji+A.%C5%9E./data=!4m7!3m6!1s0x14cb4f80a8c96fe7:0x6d7de8200199e028!8m2!3d40.7659658!4d29.9327146!16s%2Fg%2F1q2w9f_f2!19sChIJ52_JqIBPyxQRKOCZASDofW0?authuser=0&hl=tr&rclk=1
Arnetek Bilişim Teknolojileri Müh. San. Ve Tic. Ltd. Şti.,"Sanayi mh. Kozalı sk. Çarşı Yapı AVM. A Ablok No:13, 41040 İzmit/Kocaeli",(0262) 332 55 44,,http://www.arnetek.com/,https://www.google.com/maps/place/Akedya/data=!4m7!3m6!1s0x14cb456638c95ddb:0xd845adf1eee6422a!8m2!3d40.7532006!4d29.9540528!16s%2Fg%2F11ptpjnkd4!19sChIJ213JOGZFyxQRKkLm7vGtRdg?authuser=0&hl=tr&rclk=1
Kocaeli Dijital | Web Tasarım ve Dijital Medya Ajansı,"Öztalay İş Merkezi, Ömerağa, Fethiye Cd. No:170, 41100 İzmit/Kocaeli",0850 303 0241,info@kocaelidijital.com,https://kocaelidijital.com/,https://www.google.com/maps/place/Entropha+Bilgi+Teknolojileri/data=!4m7!3m6!1s0x14cb4fd6c6b56011:0x4c0189a7a5a954c5!8m2!3d40.7645542!4d29.9391897!16s%2Fg%2F11fj9cy3s1!19sChIJEWC1xtZPyxQRxVSppaeJAUw?authuser=0&hl=tr&rclk=1
Domain & Hosting & Sunucu - Turhost.com,"Sanayi, Çarşı Yapı F Blok No.6, 41040 İzmit/Kocaeli",(0212) 227 74 74,satis@turhost.com,https://www.turhost.com/,https://www.google.com/maps/place/K%C4%B0M+Bili%C5%9Fim+E%C4%9Fitim+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k+Hizmetleri/data=!4m7!3m6!1s0x14cb458197c55fbb:0x4e101e0a33094eb!8m2!3d40.7030441!4d29.8842175!16s%2Fg%2F1ptx3xh76!19sChIJu1_Fl4FFyxQR65Qwo-AB4QQ?authuser=0&hl=tr&rclk=1
FKO Bilişim,"Yenişehir, Şht. Kazım Sk. No:9/B, 41050 İzmit/Kocaeli",,info@fkobilisim.com,http://izmit.pctedarik.com/,https://www.google.com/maps/place/%C3%96zdemir+Bilgisayar/data=!4m7!3m6!1s0x14cb457f8f9e9cd3:0x2147142a3c3465f1!8m2!3d40.7653679!4d29.9287669!16s%2Fg%2F1hcb3v2b4!19sChIJ05yej39FyxQR8WU0PCoURyE?authuser=0&hl=tr&rclk=1
Prodos Bilişim Eğitim ve Danışmanlık Tic.,"Ömerağa, Abdurrahman Yüksel Cd. Sağlık Apt No: 15 / 2, 41300 İzmit/Kocaeli",(0262) 331 24 33,,,https://www.google.com/maps/place/H%C4%B1zl%C4%B1+Yazarkasa/data=!4m7!3m6!1s0x14cb4f21cd04737d:0xe7a95774318b7d20!8m2!3d40.7634235!4d29.9536221!16s%2Fg%2F11hz99hf_r!19sChIJfXMEzSFPyxQRIH2LMXRXqec?authuser=0&hl=tr&rclk=1
Sistem Bilgisayar,"Şehit Rafet Karaca Sok. Gökbulut Apt. No:24, 41040",(0262) 331 32 71,,http://sistem41.com/,https://www.google.com/maps/place/Teknosa/data=!4m7!3m6!1s0x14cb4fea93490ee7:0xb4ce102c8282f77!8m2!3d40.7573!4d29.9476!16s%2Fg%2F1w0r24db!19sChIJ5w5Jk-pPyxQRdy8oyALhTAs?authuser=0&hl=tr&rclk=1
Logo Yazılım Kocaeli Bayi - Alp Bilge Kocaeli Ofisi,"Soydan İş Merkezi, Ömerağa, İstiklal Cd. No:129, 41300 İzmit/Kocaeli",0850 533 1368,ugur-alan@outlook.com,http://www.alpbilge.com.tr/,https://www.google.com/maps/place/Prodos+Bili%C5%9Fim+E%C4%9Fitim+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k+Tic./data=!4m7!3m6!1s0x14cb457fc44b21ff:0x55f45bac180c6d2e!8m2!3d40.7647681!4d29.9297771!16s%2Fg%2F11j1fytknl!19sChIJ_yFLxH9FyxQRLm0MGKxb9FU?authuser=0&hl=tr&rclk=1
EKocaeli Bilişim Hizmetleri,"Kadıköy, Baycan Sk. No:37, 41100 İzmit/Kocaeli",0850 840 2541,info@ekocaeli.com,https://ekocaeli.com/,https://www.google.com/maps/place/Sistem+Bilgisayar/data=!4m7!3m6!1s0x14cb4f889e2567df:0xc105195691d0806a!8m2!3d40.7651819!4d29.9402756!16s%2Fg%2F1hc6mw03m!19sChIJ32clnohPyxQRaoDQkVYZBcE?authuser=0&hl=tr&rclk=1
ERLER TEKNOLOJİ AŞ,"Karabaş, Akça Cami Cd. No118/A, 41000 İzmit/Kocaeli",(0262) 321 30 41,,,https://www.google.com/maps/place/Logo+Yaz%C4%B1l%C4%B1m+Kocaeli+Bayi+-+Alp+Bilge+Kocaeli+Ofisi/data=!4m7!3m6!1s0x14cb45563d0e3df3:0x7685b26a05b727d2!8m2!3d40.7649215!4d29.9312621!16s%2Fg%2F11fj2r9jtg!19sChIJ8z0OPVZFyxQR0ie3BWqyhXY?authuser=0&hl=tr&rclk=1
Petran Bilgi Teknolojileri,"Körfez Mahallesi Ankara Karayolu Caddesi (Eski Bağdat Yolu) kocaeli plaza no 111 kapi 13, 41040 Kocaeli",(0262) 325 55 00,,http://www.petran.com.tr/,https://www.google.com/maps/place/EKocaeli+Bili%C5%9Fim+Hizmetleri/data=!4m7!3m6!1s0x14cb4f8c4356c975:0x5c4f34fc828ef1f5!8m2!3d40.765439!4d29.9479218!16s%2Fg%2F1hfd1hd5j!19sChIJdclWQ4xPyxQR9fGOgvw0T1w?authuser=0&hl=tr&rclk=1
Yazarge Bilişim San. Tic. Ltd. Şti - Kocaeli Web Tasarım,"Yenişehir, 1. Cd No:50, 41050 İzmit/Kocaeli",0850 304 9974,,,https://www.google.com/maps/place/Neonet+Bili%C5%9Fim+ve+G%C3%BCvenlik+Sistemleri/data=!4m7!3m6!1s0x14cb4581c80fef41:0x252040a375bc76a1!8m2!3d40.7638261!4d29.9265748!16s%2Fg%2F1hdzdqy_r!19sChIJQe8PyIFFyxQRoXa8daNAICU?authuser=0&hl=tr&rclk=1
Megachips Kocaeli,"236 D130 Yan Yolu Caddesi, Karadenizliler, 41140 Başiskele/Kocaeli",0554 347 34 34,,,https://www.google.com/maps/place/Vamss+Yaz%C4%B1l%C4%B1m+ve+Pazarlama+Ajans%C4%B1/data=!4m7!3m6!1s0x14cb458ce3f1f16d:0xc6dd02bde56e3e06!8m2!3d40.7627383!4d29.9249514!16s%2Fg%2F11kb9d_nzf!19sChIJbfHx44xFyxQRBj5u5b0C3cY?authuser=0&hl=tr&rclk=1
ÖZÜER BİLİŞİM TEKNOLOJİLERİ KONICA MINOLTA,"M. Alipaşa, Erkan Sk. No:31, 41100 İzmit/Kocaeli",(0262) 325 34 81,info@ozuerburo.com,http://www.ozuerburo.com/,https://www.google.com/maps/place/Yazarge+Bili%C5%9Fim+San.+Tic.+Ltd.+%C5%9Eti+-+Kocaeli+Web+Tasar%C4%B1m/data=!4m7!3m6!1s0x14cb4f800a745953:0x7947c71500451771!8m2!3d40.7637!4d29.9599175!16s%2Fg%2F1yg6nq72r!19sChIJU1l0CoBPyxQRcRdFABXHR3k?authuser=0&hl=tr&rclk=1
A.S.R. Elektronik & Ses Sistemleri,"Yenişehir, Hasan Kaya Sk (Sezgin Sk.), 41050 İzmit/Kocaeli",0536 404 61 63,,,https://www.google.com/maps/place/Megachips+Kocaeli/data=!4m7!3m6!1s0x14cb455a4c01c421:0xb25bbf8a56ea74bf!8m2!3d40.7503549!4d29.9600219!16s%2Fg%2F11ggflq9_8!19sChIJIcQBTFpFyxQRv3TqVoq_W7I?authuser=0&hl=tr&rclk=1
ENON BİLİŞİM TEKNOLOJİ LTD. ŞTİ.,"Körfez Mah. Berk Sk. Barış İş Merkezi No:65, 41100",(0262) 332 55 44,typed.js@2.0.9,http://www.i-deasoft.com/,https://www.google.com/maps/place/%C3%96Z%C3%9CER+B%C4%B0L%C4%B0%C5%9E%C4%B0M+TEKNOLOJ%C4%B0LER%C4%B0+KONICA+MINOLTA/data=!4m7!3m6!1s0x14cb4ff3728dde73:0xb4f6bdaffdf86095!8m2!3d40.7642507!4d29.9538367!16s%2Fg%2F11fy_6f37t!19sChIJc96NcvNPyxQRlWD4_a-99rQ?authuser=0&hl=tr&rclk=1
Fordevo Yazılım ve Danışmanlık,"Cumhuriyet, Mısır Sk. Miraç Sitesi C Blok No:4 D:6, 41100 İzmit/Kocaeli",0544 344 46 83,info@fordevo.com,https://fordevo.com/,https://www.google.com/maps/place/A.S.R.+Elektronik+%26+Ses+Sistemleri/data=!4m7!3m6!1s0x14cb4fec43c19741:0xe9bc479e48fc908b!8m2!3d40.7708942!4d29.9547818!16s%2Fg%2F1tkrc7m8!19sChIJQZfBQ-xPyxQRi5D8SJ5HvOk?authuser=0&hl=tr&rclk=1
Ataçlar Bilişim,"Karabaş, İstiklal Cd. No:153, 41040 İzmit/Kocaeli",(0262) 324 41 49,,,https://www.google.com/maps/place/ENON+B%C4%B0L%C4%B0%C5%9E%C4%B0M+TEKNOLOJ%C4%B0+LTD.+%C5%9ET%C4%B0./data=!4m7!3m6!1s0x14cb4f87d77102cd:0x495278a82713f136!8m2!3d40.764665!4d29.939149!16s%2Fg%2F1tcy_k9s!19sChIJzQJx14dPyxQRNvETJ6h4Ukk?authuser=0&hl=tr&rclk=1
Databit Bilişim İnternet Teknolojileri,"Karabaş, Köseoğlu Sk. no 21/A, 41040 İzmit/Kocaeli",(0262) 322 09 27,,,https://www.google.com/maps/place/Fordevo+Yaz%C4%B1l%C4%B1m+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k/data=!4m7!3m6!1s0x14cb45796003e45f:0x2eee5104cd5ee82d!8m2!3d40.7613333!4d29.8848889!16s%2Fg%2F11l354pftn!19sChIJX-QDYHlFyxQRLehezQRR7i4?authuser=0&hl=tr&rclk=1
Eren Parladı,"Yahyakaptan, Çobanyıldızı Sk, 41050 İzmit/Kocaeli",0546 897 07 47,,https://erenparladi.com/,https://www.google.com/maps/place/Ata%C3%A7lar+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb4f80ad28f4cf:0x47a9f3176d25fffa!8m2!3d40.7649392!4d29.9335369!16s%2Fg%2F1hc24_sv7!19sChIJz_QorYBPyxQR-v8lbRfzqUc?authuser=0&hl=tr&rclk=1
TÜRKTRUST Bilgi İletişim ve Bilişim Güvenliği Hizmetleri A.Ş. - Kocaeli Şubesi,"Kemalpaşa Mh. Gümrükçüler Cd. No:13 Fazlıoğlu İş Merkezi Kat:6 Ofis No: 87, 41100 İzmit/Kocaeli",0530 314 24 06,,http://www.turktrust.com.tr/,https://www.google.com/maps/place/Databit+Bili%C5%9Fim+%C4%B0nternet+Teknolojileri/data=!4m7!3m6!1s0x14cb457ddce80e71:0x65b5c7e1ee83194e!8m2!3d40.762885!4d29.9341921!16s%2Fg%2F11cm0m7_ds!19sChIJcQ7o3H1FyxQRThmD7uHHtWU?authuser=0&hl=tr&rclk=1
SeoPix Dijital Pazarlama Bilişim Hizmetleri,"Türkmen İnşaat, Karabaş, Osmanbey Gç. 1-9 Kat 2 Daire 4, 41040 İzmit/Kocaeli",,,http://seopix.net/,https://www.google.com/maps/place/T%C3%9CRKTRUST+Bilgi+%C4%B0leti%C5%9Fim+ve+Bili%C5%9Fim+G%C3%BCvenli%C4%9Fi+Hizmetleri+A.%C5%9E.+-+Kocaeli+%C5%9Eubesi/data=!4m7!3m6!1s0x14cb457ff97d0f73:0x7c646bf936c9bba6!8m2!3d40.7618157!4d29.9227336!16s%2Fg%2F11c5b1r37g!19sChIJcw99-X9FyxQRprvJNvlrZHw?authuser=0&hl=tr&rclk=1
E-Teknik Bilişim,"Sanayi, Sarı Limon Sk No:13/9, 41040 İzmit/Kocaeli",0544 695 26 96,,,https://www.google.com/maps/place/Belsa+Plaza+N%C3%BCans+Teknoloji/data=!4m7!3m6!1s0x14cb4551bee097a5:0x51ee23b474abb4d9!8m2!3d40.7651901!4d29.9299106!16s%2Fg%2F11h7fnw5kv!19sChIJpZfgvlFFyxQR2bSrdLQj7lE?authuser=0&hl=tr&rclk=1
ÇARŞI İLETİSİM,"ÖMERAĞA MAHALLESİ,ABDURRAHMAN YÜKSEL CADDESİ BELSA PLAZA İŞ HANI.NO:142 2.KAT ORTA SIRA, 41310 İzmit/Kocaeli",0537 883 72 54,,,https://www.google.com/maps/place/SeoPix+Dijital+Pazarlama+Bili%C5%9Fim+Hizmetleri/data=!4m7!3m6!1s0x14cb45b1c09b836d:0xbf449ef995de043!8m2!3d40.764206!4d29.931168!16s%2Fg%2F11n00fr_nf!19sChIJbYObwLFFyxQRQ-Bdme9J9As?authuser=0&hl=tr&rclk=1
NICOTECH - Bilişim ve Teknik Servis Hizmetleri,"Kozluk Mah. Şehit Tezcan Er Sok Menekşe Apt. No:10, 41300 İzmit/Kocaeli",,,,https://www.google.com/maps/place/E-Teknik+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb4f181abdf17b:0x526b597cdaef12b4!8m2!3d40.7436142!4d29.9470172!16s%2Fg%2F11s46blr_5!19sChIJe_G9GhhPyxQRtBLv2nxZa1I?authuser=0&hl=tr&rclk=1
Adenyum Teknoloji San. İç ve Dış Tic. A.Ş.,"No:73D İç Kapı No:Z4, KOU Teknopark (Yeni Bina, Yeniköy Merkez, Vatan Cd., 41275 Başiskele/Kocaeli",(0262) 341 51 50,,http://www.adenyum.com/,https://www.google.com/maps/place/%C3%87AR%C5%9EI+%C4%B0LET%C4%B0S%C4%B0M/data=!4m7!3m6!1s0x14cb451a841b92ff:0x290b9864ef35e74c!8m2!3d40.7652744!4d29.9289679!16s%2Fg%2F11fsnc07c3!19sChIJ_5IbhBpFyxQRTOc172SYCyk?authuser=0&hl=tr&rclk=1
BURÇAK BİLİŞİM TEKNOLOJİLERİ,"Ömerağa, Alemdar Cd. No:75 İş Merkezi No:46, 41300 İzmit/Kocaeli",(0262) 606 02 84,,,https://www.google.com/maps/place/Adenyum+Teknoloji+San.+%C4%B0%C3%A7+ve+D%C4%B1%C5%9F+Tic.+A.%C5%9E./data=!4m7!3m6!1s0x14cb43fa199eb4df:0xa6d0e7471da55c75!8m2!3d40.7024545!4d29.8865209!16s%2Fg%2F11f3x5ft79!19sChIJ37SeGfpDyxQRdVylHUfn0KY?authuser=0&hl=tr&rclk=1
Machsis Bilişim,"Kadıköy, Çimen Sk. No:36/A, 41050 İzmit/Kocaeli",0553 793 41 43,,,https://www.google.com/maps/place/Analiz+Bilgisayar/data=!4m7!3m6!1s0x14cb457ff98d5627:0xf402bb03ff1df762!8m2!3d40.7628154!4d29.9287047!16s%2Fg%2F1tzt357y!19sChIJJ1aN-X9FyxQRYvcd_wO7AvQ?authuser=0&hl=tr&rclk=1
Adım Web Hizmetleri,"Ömerağa Mah. İnönü Cad. Asal Ap. No:156 Kat: 2 D: 4, 41300",0507 501 85 14,info@adimweb.com,https://adimweb.com/,https://www.google.com/maps/place/BUR%C3%87AK+B%C4%B0L%C4%B0%C5%9E%C4%B0M+TEKNOLOJ%C4%B0LER%C4%B0/data=!4m7!3m6!1s0x14cb457ffafa7b73:0xf68baffdc3d6996e!8m2!3d40.7654769!4d29.9283741!16s%2Fg%2F11c1p5vb42!19sChIJc3v6-n9FyxQRbpnWw_2vi_Y?authuser=0&hl=tr&rclk=1
Kocaeli Bilgisayar,"Ömerağa mahallesi İstiklal Caddesi, Belsa Sk. Kat:1 No:120, 41100 İzmit/Kocaeli",(0262) 321 11 81,info@kocaelibilgisayar.com.tr,https://www.kocaelibilgisayar.com.tr/,https://www.google.com/maps/place/Machsis+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb4f0de5041895:0xd804a9898b62425c!8m2!3d40.7668746!4d29.9446033!16s%2Fg%2F11fklrtx0z!19sChIJlRgE5Q1PyxQRXEJii4mpBNg?authuser=0&hl=tr&rclk=1
Dora Bilişim Ve İletişim,"Uğur apart, Karabaş, Leyla Atakan Cd. D:23/A, 41040 İzmit/Kocaeli",0554 141 36 72,,,https://www.google.com/maps/place/Ad%C4%B1m+Web+Hizmetleri/data=!4m7!3m6!1s0x14cb4580054e4ddd:0x8e5fcd1877a8e849!8m2!3d40.7657493!4d29.9271269!16s%2Fg%2F1hjh3j8m_!19sChIJ3U1OBYBFyxQRSeiodxjNX44?authuser=0&hl=tr&rclk=1
MECHATNOM TEKNOLOJİ YAZILIM SANAYİ TİCARET ANONİM ŞİRKETİ,"Çarşı Yapı, Sanayi, Kozalı Cd. A Blok 10A/ Bina No: 20, 41040 İzmit/Kocaeli",,info@mechatnom.com,http://www.mechatnom.com/,https://www.google.com/maps/place/Kocaeli+Bilgisayar/data=!4m7!3m6!1s0x14cb457f93aa83db:0xc1a5e6fdfcffb3e2!8m2!3d40.7646925!4d29.9290283!16s%2Fg%2F1twxntcg!19sChIJ24Oqk39FyxQR4rP__P3mpcE?authuser=0&hl=tr&rclk=1
Alptek Bilişim,"A, Ömerağa, Abdurrahman Yüksel Cd. Belsa Plaza no 9/2, 41300 İzmit/Kocaeli",0544 463 11 86,,,https://www.google.com/maps/place/Albay+Bilgisayar/data=!4m7!3m6!1s0x14cb460ddf7af463:0x9fd7680af5cd7212!8m2!3d40.7650001!4d29.9291967!16s%2Fg%2F11nnv_8lyb!19sChIJY_R63w1GyxQREnLN9Qpo158?authuser=0&hl=tr&rclk=1
REHBER BİLGİSAYAR,"Cedit, Sıra Kavaklar Sk. No:5 D:1, 41300 İzmit/Kocaeli",(0262) 321 55 91,,,https://www.google.com/maps/place/Cebim+Bili%C5%9Fim+Market/data=!4m7!3m6!1s0x14cb4581f037587f:0x628d22e9072fb9f7!8m2!3d40.7622563!4d29.9269361!16s%2Fg%2F11gsbfncbx!19sChIJf1g38IFFyxQR97kvB-kijWI?authuser=0&hl=tr&rclk=1
Sevak Yazılım Danışmanlık Mimarlık,"Sanayi, Çarşı Yapı G Blok No.3, 41040 İzmit/Kocaeli",0531 916 04 53,,https://www.sevakgrup.com/,https://www.google.com/maps/place/Alptek+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb4564ead1d90f:0x7f345278e5b6f1a8!8m2!3d40.7648664!4d29.9302941!16s%2Fg%2F11l59wcnzp!19sChIJD9nR6mRFyxQRqPG25XhSNH8?authuser=0&hl=tr&rclk=1
Kocaeli Bilgisayar Servisi,"Kemalpaşa Mah. Eski Ptt Sk. Demirsoy İş Hanı K.3 D.26, 41100",(0262) 606 03 75,,,https://www.google.com/maps/place/REHBER+B%C4%B0LG%C4%B0SAYAR/data=!4m7!3m6!1s0x14cb4fa643441643:0x3feb910e1aa9bbe8!8m2!3d40.7654565!4d29.9385941!16s%2Fg%2F11hdgn4jqx!19sChIJQxZEQ6ZPyxQR6LupGg6R6z8?authuser=0&hl=tr&rclk=1
